gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
CFAP47,0.005440424,-0.007617827,-0.007617827,0.005440424,-0.007617827
ATRNL1,0.019689854,1.355828974,1.184936072,0.168028602,0.218349383
KMT2B,4.360318176,5.174507118,2.769337827,4.79891242,3.59537478
COX7A2,8.101587349,9.100367272,8.523048619,9.631991123,8.677502729
ATG4B,4.281480548,6.586892232,4.902073626,6.572149832,5.554801838
WFDC12,0.002448282,0.002448282,0.002448282,0.002448282,0.002448282
OR4D9,-3.86E-05,-3.86E-05,-3.86E-05,-3.86E-05,-3.86E-05
YES1,2.016924864,3.315454174,3.6070878,5.589256663,4.471966633
PSAT1,3.228766513,6.145463799,6.70068525,5.068817433,7.883443706
BET1,4.105691112,5.034416511,5.461071307,4.797541975,5.242053192
ATP2C2,-0.220801496,0.269787523,0.090135056,0.469148843,0.508838889
ATIC,5.413410681,7.65469305,5.772310565,7.591026934,6.060826187
EMILIN2,2.892760717,2.724588363,2.062808526,1.513492969,1.467378792
C20orf144,0.001046344,0.342008321,0.143021671,0.682210514,0.111710896
CACNB3,2.402708721,3.648731238,4.501817104,5.037241686,4.568801467
ZSCAN25,3.012224839,4.171310022,1.91090336,3.933244073,2.336568754
ZCCHC14,1.136889983,4.365658818,2.118890304,3.668733088,3.134053611
RPL35,10.41382834,11.06163386,10.54656203,9.716321723,10.5205284
KDM5C,4.750216293,4.922792992,4.186983547,5.347864917,4.640014253
PDIA5,5.800820749,3.909602575,4.361025131,5.424442383,5.671497952
TACC1,3.819252159,1.479719769,5.653587294,5.437658447,5.389055851
DYNC2I1,2.640074103,2.522807716,2.817089525,2.277709759,2.829060404
GIMAP4,-0.001896191,-0.001896191,-0.001896191,0.176495278,0.074904745
MYBPH,-0.006886738,-0.006886738,0.113402427,0.549735784,0.293371559
PHLDA2,-0.199841517,0.132004502,5.567027626,4.826160817,4.396089667
MGAT4C,0.002900617,2.954264301,0.030225436,0.002900617,0.030225436
GABRR3,-0.003700411,0.800049902,-0.003700411,-0.003700411,-0.003700411
ZNF841,-0.09431789,2.666845207,1.996310916,2.949877167,2.271579774
MTRNR2L6,-0.000494004,-0.000494004,-0.000494004,-0.000494004,-0.000494004
CAV1,0.225800223,0.748942413,9.024433062,0.176608011,9.377939479
MERTK,1.18809734,0.194622967,0.019876968,4.141721621,0.034081606
ATP5PO,8.212695847,8.639327696,7.973063453,8.604958079,7.568074724
MDC1,4.888220584,5.664818385,2.254446673,6.6569321,3.480201742
OR1I1,-0.000113678,-0.000113678,-0.000113678,-0.000113678,-0.000113678
MORF4L2,6.448190522,8.569763639,9.112767464,8.632331989,8.804321881
KLRG2,3.443729526,0.287476097,-0.017892202,0.792133874,-0.056664149
WEE2,-0.002210483,0.431439673,0.011496046,0.103802951,-0.002210483
ANKRD34B,-0.016490539,-0.016490539,-0.016490539,0.218147927,-0.016490539
ANKRD1,-0.030060274,0.024266391,4.812981665,5.091376534,5.057717677
CCDC25,4.123231658,4.396957424,4.769917107,5.273272304,4.905209717
PPIA,10.99954097,13.15301811,11.43665383,11.47047067,11.16501257
TRPV1,0.919144188,1.533462234,0.803834221,1.422954977,1.572239689
ZNF420,2.065147883,2.347119667,1.298234795,3.307857124,2.069026638
C4orf46,4.848779169,4.497008937,2.514992872,4.219265045,3.984438686
SORL1,5.905826966,2.590356613,0.334472071,5.526723585,0.079377408
RPA4,0.143923611,0.252883695,0.08577074,-0.013121053,0.097613765
KCNJ18,-0.000877078,-0.000877078,-0.000877078,0.011221705,-0.000877078
FADS3,3.112996005,1.623358168,6.910966185,4.685411284,4.311334495
SPTBN4,-0.021486079,3.302838057,0.962935552,4.59381688,1.147592262
EPB41L4B,-0.122006976,4.673163517,0.455746298,3.530026221,2.095703345
AVIL,0.189914475,1.962514544,1.098084985,3.864284989,2.116473558
PGAP2,4.347445315,4.249964327,3.303397697,5.43681932,3.781652957
C17orf58,2.570497833,4.807663449,2.951855493,4.877595489,2.245217627
PSMB2,5.529678424,7.050203655,5.347503307,6.228604168,5.448694481
SPINK13,0.001740692,0.155963805,0.001740692,0.001740692,0.943834237
HLA-B,9.022838584,1.530810047,9.408273912,9.159328828,7.208799817
SOD2,5.879979451,6.428864408,6.190678981,5.742869285,5.820399389
MATN4,-0.026337463,0.080238901,0.041227609,0.315516664,0.027975744
ICAM2,5.083823486,-0.065369091,1.627952514,0.132503064,0.528790255
CMTM5,2.424580433,0.071189969,0.042306197,0.012850432,0.012850432
OR5AU1,-0.001513219,-0.001513219,-0.001513219,-0.001513219,-0.001513219
ERP29,7.255939717,7.259758823,6.528936396,8.17481404,7.229033003
MYADML2,-0.019985376,0.418128952,0.005193823,0.453901924,0.017602415
DEFB133,3.35E-05,3.35E-05,3.35E-05,3.35E-05,3.35E-05
XXYLT1,4.141493729,4.330074462,4.167276525,5.405437221,5.044724131
SMIM32,-0.015418934,0.143522437,-0.003348873,0.185355245,1.250747954
IFRD2,6.00978688,5.402104402,4.815043546,4.492940602,5.247400852
RMDN1,4.361236529,4.80984567,4.711665327,5.367615215,5.696176235
CD22,1.283094522,0.581558337,0.261874359,0.273734638,0.354171757
FHL1,4.321163363,4.07471834,5.780862589,3.704708129,8.614119281
LGALS2,0.198522262,0.545299484,-0.018789663,-0.018789663,-0.018789663
UBE2B,5.104239036,5.946394037,6.742032018,6.531189756,7.265449706
ZNF331,2.118338945,4.2785532,2.031113817,4.12571619,2.670602129
PLCD3,1.355396121,0.466119458,5.274446626,2.672731501,5.379542232
HSPA6,0.005077126,0.442268635,0.37109332,0.296631849,0.659110766
TAMM41,3.50277641,3.627157476,3.040995359,3.245352557,3.255768131
MT-ATP6,13.05994103,13.16205773,13.21823281,13.95868395,13.03197973
SPPL2C,-0.001116019,0.056733234,-0.001116019,0.154240851,-0.001116019
WNT5B,0.111548256,3.568848762,6.773677513,1.052093946,5.53403483
NXPH1,-0.014555887,0.814054534,-0.014555887,1.491317045,-0.001603879
CYB5R2,0.061473851,1.83636848,5.333694357,0.168317951,4.019545135
NAGS,0.042904163,0.181452971,0.846783148,1.219530251,0.642614433
OR52E4,-0.000973081,0.053752956,-0.000973081,0.01018782,0.01018782
ANXA2,1.719252474,6.888046367,11.38641749,3.67232441,12.06906589
DYRK4,4.445131197,2.52244164,5.185967198,3.784773466,3.88558114
ADAMTS17,-0.007998067,0.128955341,0.030792448,0.209209322,0.680612031
PLAAT5,0.018585663,0.004517353,0.018585663,0.018585663,0.004517353
PRAME,0.140697918,7.976804066,-0.037427629,0.363499914,0.028623008
TEX13A,-0.000123992,-0.000123992,-0.000123992,-0.000123992,-0.000123992
TARBP1,5.346035118,4.902626468,2.715855462,4.281326,3.787153599
FOXB2,-0.002500736,0.021251937,-0.002500736,0.021251937,-0.002500736
S100A11,1.510136421,8.033234587,11.27090055,1.228264247,10.61357516
CRBN,4.79041625,5.307151804,4.079087494,4.111567992,4.407704878
C7orf31,2.367720478,2.585174236,0.432593775,1.68285998,0.432593775
OR2D2,-0.002266109,0.064204565,-0.002266109,-0.002266109,-0.002266109
BRD2,6.556835208,7.263239461,5.98320244,7.409323613,6.622192363
OR2G2,0.0324702,-0.000632378,-0.000632378,-0.000632378,0.021544367
CEP131,3.45577948,3.999588798,1.87066412,4.982012084,2.29116162
SLC6A3,0.026228202,0.16967226,0.014454256,3.156307912,-0.009443948
IRF3,5.47286307,6.108753545,4.729778293,5.814327379,5.556409055
KDM4D,1.467110523,0.790330361,0.46966982,1.632604532,0.618244229
HEBP1,5.065470112,3.06417561,6.673260302,4.333187066,6.482602386
STK3,2.935623502,3.175552279,2.902664023,4.640860091,3.827645915
TOP2A,4.971075927,8.162773777,4.195150639,7.602193685,6.598403307
SLC25A38,4.731876645,3.826055731,4.360047104,4.771270858,4.727883855
PRSS53,0.313586453,2.130186872,0.525999025,2.008055644,1.238417785
BICD2,2.866492099,3.955202927,4.259762061,3.886769498,4.397525883
PIKFYVE,2.375732153,3.152503105,2.839450513,4.162566881,3.555004577
PF4,0.004389827,0.004389827,0.004389827,0.004389827,0.045336139
PLEKHN1,-0.138649996,0.045005415,1.300838136,-0.001536983,0.6129278
SENP7,1.652507975,3.655164901,1.812216883,4.626466646,2.624170581
SPSB2,2.392133123,4.007525176,2.349586947,2.071792299,3.365250678
PHEX,-0.034700792,0.360350666,0.113796555,2.170401817,0.817403638
ZNF561,3.38636672,3.626513665,4.240932062,5.431372866,3.858678439
OR2Y1,-0.000431356,-0.000431356,-0.000431356,-0.000431356,-0.000431356
XRN1,2.202793907,3.476459678,2.690773186,4.023023016,3.36327414
NLRP13,-0.000310415,-0.000310415,-0.000310415,-0.000310415,0.026857187
ARHGAP5,0.156343878,5.153748765,4.394233596,5.045035575,4.696300727
CAMTA2,2.816648765,4.274945932,5.129856188,4.135016935,6.427376936
DAW1,-1.29E-05,-1.29E-05,0.547676863,-1.29E-05,0.372964624
TANC1,0.274077295,1.569979028,3.662168662,4.59895761,2.849268227
CYP2U1,1.549242058,2.400926369,3.676504492,2.985504108,4.471801359
RIMS2,-0.011665422,3.495620746,0.447462094,4.094408496,0.259673164
MLLT10,5.535054928,4.521820208,3.528148469,4.207341477,4.039822884
TREH,-0.026873504,0.035549678,0.118121647,0.129494357,0.879002679
PAK2,5.791940378,6.062634222,4.630985538,6.401369832,4.902873614
LRRC49,0.040342732,3.622134444,2.498728824,3.435722655,3.702845444
ATRIP,3.065267379,2.254456594,2.134995608,2.526894611,2.878048185
SLC35A1,3.580092376,2.94086241,4.577431589,5.440217411,4.250030058
RBP7,0.022523576,0.163907437,0.177332033,3.021302926,0.935094729
CHD2,4.062731722,5.757132475,4.410800859,4.964401775,4.83942007
KDM4E,-0.000379558,-0.000379558,0.01264214,-0.000379558,0.050947409
ATP2A3,5.779023014,5.238014098,2.145102604,4.383316538,0.853357522
PAMR1,0.023279056,0.11149652,6.835694306,1.635220739,5.179141238
CTBP2,4.835337524,6.073395027,4.94349627,5.203825839,4.975287664
CBFB,4.871338655,5.823512164,4.353215831,4.662421954,5.085188947
DSTN,6.08958715,7.821838229,8.897149493,7.850293184,9.60638668
PNPLA2,5.291428559,5.194957942,5.054252464,5.225240277,5.419649731
STX8,4.231282328,4.998076219,5.713595628,4.380082196,5.829783273
GPR83,-0.024846834,0.121298815,0.012747182,0.067791155,0.207287817
RAD54B,2.49866207,3.824094856,1.294890498,3.854532076,2.116277026
FAU,11.08689454,9.596710033,9.422298323,9.442280647,9.301713904
CCNG2,3.430273695,3.980819277,4.172092931,4.814999142,4.472581596
LIPH,-0.044957015,0.154879104,0.628863198,0.405837423,0.038295334
HCFC1,4.860557849,5.204766622,3.122021069,5.511156107,3.837359476
OPN1MW3,-0.000139233,-0.000139233,-0.000139233,-0.000139233,-0.000139233
CFAP221,-0.007037537,-0.007037537,0.007071107,1.396039887,-0.007037537
C18orf54,1.981887732,1.908066433,0.962091182,3.461236929,2.48606646
CHPF2,4.432902801,3.769261718,5.741835026,3.258057738,5.91794903
SRRT,6.330487608,7.297415607,4.672315396,7.025920077,5.900712502
CTCFL,0.036574504,0.005388506,0.005388506,0.126589941,0.021058699
NAA30,2.089498909,3.80267658,3.322553678,3.741932944,3.578918973
SPIN2B,2.5727653,-0.100696141,3.048320226,3.258422549,3.197168046
CXCL12,0.114860714,0.084001075,3.330354342,0.766960413,4.179817954
DST,-0.066663142,5.869787627,5.651359232,5.600186443,7.102283776
C11orf65,0.165453118,0.302963492,0.302963492,1.121277057,0.614779684
ARHGDIG,-0.025530512,0.029735344,0.407745778,1.983160922,0.488287624
DSTYK,1.986179447,1.824302451,3.492583432,3.218110912,3.539064267
ZSCAN5C,-0.002081198,-0.002081198,-0.002081198,0.020859639,0.009446006
RAD23B,4.518608015,7.538663972,7.597942628,6.5599884,7.217002433
TRPV6,-0.018649159,-0.044729265,0.019527493,-0.031624656,-0.018649159
HCFC2,1.106996016,3.364001218,3.231368705,3.651977041,3.699911359
GPR55,0.010147526,0.023732354,0.037189624,0.46282439,-0.003567303
CD96,3.566971789,1.432038644,0.15526706,0.000478,0.295665782
KALRN,0.03652697,2.522175076,2.196013071,3.398940497,1.011718455
SMIM5,-0.018930691,2.241488703,-0.073011147,0.402621013,0.257442297
CGREF1,4.891749565,4.787597356,1.682208717,3.642382209,3.209512879
TMEM135,3.383099932,3.467170072,3.457758621,4.783190493,3.420893791
GRAP,3.365188464,0.164466969,0.054406011,0.351294421,0.054406011
UNC5D,0.01062526,0.01062526,0.025481345,0.01062526,0.040191062
HDDC3,4.189320231,4.161220324,2.988466487,3.252371297,3.162112273
ZBTB16,4.259137643,1.57007878,0.013988104,3.286702293,0.028300863
ETFRF1,4.093359607,4.928959248,3.808973547,5.142338899,4.93754609
TCF25,5.086291497,5.795233231,6.146953474,6.026416932,6.445538436
MRPS5,4.798024188,5.841380049,4.718206651,5.508723642,4.747631571
PCDHGB4,-0.005205508,0.324982107,3.268993951,0.113683314,2.781059458
ACAP2,2.829986135,5.82049513,3.69391584,6.55615714,4.177662019
TLR3,0.064486385,0.034251892,0.703376023,0.387111423,2.473096533
ACBD6,5.521689365,6.612208636,5.027654498,6.059604981,5.020840242
IL5RA,0.042873434,0.46575043,-0.004134879,0.007791173,0.007791173
SRD5A3,4.773306287,3.572147014,4.354126272,4.115851101,4.513049556
USP6NL,2.808505458,2.672407079,2.630774409,2.814402412,2.698107087
WDR53,3.471644602,4.735717257,3.01014471,5.87913053,3.331957433
MED16,3.978296852,4.556918508,3.740410424,5.040395023,3.692332592
HOXA1,1.488680221,2.263735607,0.90165807,0.679741617,0.000256608
TM2D2,4.9641064,3.135156979,6.201474563,5.638559149,5.852883562
XIAP,2.330992579,3.394575134,4.030164237,5.012436954,4.210944757
SCAF11,4.409537947,5.283257295,4.659694628,5.93798031,5.658893195
ATP8A2,0.016128169,0.043523606,0.029893699,4.197354207,0.221456017
EID2B,0.920349225,2.803415277,1.278351544,2.961755856,1.889337159
EDARADD,0.041144742,0.247149142,0.224419175,2.615292956,0.117337752
GRM4,-0.0160758,0.27777398,0.010975292,0.676255033,0.138735206
BCORL1,3.437103632,1.603447343,2.121691245,3.023170384,2.248523183
SLN,0.007632305,0.188432965,0.054789395,0.159686865,0.054789395
GRIN2A,0.002144607,0.044303011,0.56129679,0.12505602,0.163780267
STXBP3,4.087711741,4.869770018,5.000874114,5.128697642,5.117845547
PDE1B,3.541144333,0.026884545,0.053778032,0.118812096,0.040396565
CTSW,8.116864606,0.029607786,0.071221287,0.263333374,0.189458901
FAM131A,2.164969256,3.861578234,3.192546316,5.900872353,3.6062293
BORCS8,4.185111585,4.018058462,4.2380736,4.743471025,4.6041272
PRKAA2,-0.036040221,1.918565342,1.024440616,2.964421244,0.5111273
NUDT22,4.487724273,4.78227036,4.777636279,5.660104365,4.913352785
CDH24,0.807278284,2.053273981,2.3332181,4.673406003,1.766787955
PGGT1B,2.020417454,3.326866958,2.977129167,3.79640776,2.54568634
ARHGAP20,0.04352156,0.05791592,1.707193897,0.69850248,2.275454668
PKN1,7.474560545,5.97909601,5.598789776,6.896283657,5.509304964
AMFR,5.148860115,5.242383013,5.607384707,4.838636387,6.244447339
SNRPA1,5.885143665,6.489325062,4.869217119,5.704023417,5.835733728
RGPD5,1.035202698,4.583617015,3.076586419,4.252671826,3.173616539
IL9,-0.004663859,-0.004663859,-0.004663859,-0.004663859,-0.004663859
MROH2A,-0.03053728,0.093769424,-0.03053728,-0.001973052,0.067056691
FAN1,3.940531138,3.917507339,2.600951539,4.361581628,3.043421759
ERAL1,5.173844165,6.51062728,4.491951931,5.09242917,5.017304369
GPX4,8.18590024,7.771042807,8.2168515,8.39392427,8.232464632
ANO2,0.013369076,0.013369076,0.245107363,0.211069748,-8.29E-06
HTRA2,5.368685434,5.853854443,4.356556881,4.542131408,4.875754597
MSH5,4.26098292,3.874257938,1.162393059,4.887970642,2.529326278
CHRFAM7A,3.417392813,-0.018358742,0.279942383,1.692184158,-0.005070025
AGBL3,0.291888272,0.859694888,0.372294489,1.560474251,0.475653883
SLC12A9,2.738334241,4.241934089,3.282500751,4.583042246,3.548902754
TMEM86B,1.563174334,1.969497989,0.520361283,2.967162371,0.770670147
BMP6,0.673556733,2.627104324,0.703945396,1.308925871,4.401171731
GLI2,0.000573105,0.000573105,3.092154992,1.181822028,2.585559239
S100PBP,4.118476196,5.21738737,3.552006043,5.74842143,4.109615149
BAZ1A,4.182420957,5.715161542,3.140984348,4.876552436,3.345943517
MUC2,-0.01847869,0.039815045,0.005177864,0.016834434,-0.030483223
RITA1,4.275392772,4.829889405,3.317068693,4.315167162,3.457874082
MRPL46,4.595753199,5.292796186,4.149723387,4.268888412,4.586478927
RNF169,3.413656465,2.614294975,1.927352936,3.349760098,2.219453524
OXSM,3.84450945,2.90340274,3.000553463,3.158127674,2.74087248
PREX2,0.03572485,-0.005413742,0.049171857,0.022146651,0.075682266
EIF4A2,8.140386822,8.676232039,7.831059692,9.289660067,8.299004696
AL445238.1,-0.006733588,-0.006733588,-0.006733588,-0.006733588,0.021708084
PCDHB3,-0.02323046,0.531770798,2.972683779,4.593500264,0.292666622
CPB1,0.01363062,0.01363062,0.01363062,0.850514813,0.01363062
TNFRSF4,1.681993424,0.649500246,-0.010989536,0.165484256,0.003378052
TEX50,-0.000594801,-0.000594801,-0.000594801,-0.000594801,-0.000594801
MRPL18,6.055279457,6.042563789,5.874463179,5.85447169,6.022596056
HTR4,-0.004492124,0.07354376,0.008833728,0.976322144,-0.004492124
MAP3K12,1.712826945,1.903957106,3.696127332,4.813399232,4.609159802
ZNF16,3.193440574,2.523507656,2.113390511,3.213393086,2.244655514
MRPS34,6.172246325,8.629822653,5.494930169,6.556219224,5.726360672
FDX2,3.989801727,4.744561938,5.425237961,5.436104927,5.141465151
TAC1,0.026634382,0.077428002,0.026634382,0.026634382,0.126763229
LLPH,3.696357262,5.430615543,4.681162305,4.70728618,5.011343018
SP8,-0.025634836,0.412676181,-0.012672876,1.238966069,-0.025634836
CSF2RB,2.143997523,0.004102667,0.3506138,-0.008746,3.790617136
NKAPL,-0.000685619,0.014196442,1.185341629,0.086463391,1.043469006
ZNF140,2.954086359,3.844901319,2.788998196,4.454678785,3.253357215
PTPN6,6.466556346,5.712149025,-0.117041769,3.403175133,-0.117041769
OCRL,2.462978926,3.808764191,4.033873971,5.225492836,4.420865056
CYP2C18,-0.01460612,0.096227527,0.013912171,0.027962299,-0.01460612
NCLN,5.397020716,4.613514287,5.183365353,5.063994226,5.277229568
BPIFC,-0.003594968,-0.003594968,-0.003594968,0.059632803,-0.003594968
PRSS48,-0.001899738,-0.001899738,-0.001899738,0.083250785,0.151914971
PRAG1,0.672320547,1.523114311,3.351700223,0.526467585,1.660682752
TEX10,3.514599525,4.410072773,3.64848517,4.603597185,3.920460201
NCF2,0.265112986,0.049568721,2.030888627,1.816596973,2.705085261
DNAJC15,1.681339598,0.14007684,3.496596326,-0.121766978,3.300454434
FLYWCH1,3.347423555,2.894977713,4.04956883,4.903633773,4.264536243
KCTD16,0.004473662,0.505768365,0.765929626,0.797175388,1.810520979
NKAP,2.93836822,3.498470186,3.351372566,3.99551631,3.73847932
TUBE1,2.680651834,3.82475048,3.487099081,4.912294265,4.036160523
PRKAR2A,4.385219122,3.330461736,3.729328379,3.480359875,3.726072849
CLBA1,2.109733722,3.339483377,2.026996768,2.603900082,2.92912738
SYT14,0.046619538,2.799558589,0.902025423,3.687882495,1.59894806
ADD1,5.93698655,6.655216901,6.865509257,6.621030466,7.228587555
ZWILCH,2.860319337,4.992980985,2.660901409,4.012213197,4.163884432
OPA3,2.093831458,2.853744918,2.395680623,3.062474018,2.605814387
NR1I3,0.285062656,1.347963815,0.054614193,0.592130081,0.21049032
RUNX1,6.538100689,1.650734158,5.021170292,3.599570973,4.168051495
CLDN14,-0.020025909,-0.020025909,0.681114495,-0.005746612,0.063593323
MTARC2,-0.010911836,-0.091360352,2.846966225,3.565971502,1.718705627
CCBE1,0.103530213,0.11690168,4.942829945,1.15909121,5.420377558
VAMP8,8.387910107,1.648588023,5.431734489,2.117375424,1.251134923
VIPAS39,4.044033866,4.506071827,3.761327037,4.807736276,3.887558418
FAM71B,-7.99E-05,-7.99E-05,-7.99E-05,-7.99E-05,-7.99E-05
MLPH,0.236238458,0.279328614,2.932595304,5.746707825,1.078055925
TGS1,3.96305683,3.853637216,2.33569296,3.84389695,2.880233659
ZNF687,3.573905374,5.034901644,2.424314874,3.8951787,2.817025216
DIS3L2,2.439800886,3.628335909,2.350723132,4.207105785,2.954582849
DNM1L,4.588936423,6.615365927,4.947795847,5.9330747,5.635014743
ETNPPL,0.00168909,0.259416768,0.00168909,0.00168909,0.00168909
FAM160A1,-0.031445201,1.119653379,0.035435894,2.469059194,0.38039276
PRELP,0.008845136,0.319817132,3.858383387,0.023792298,9.714529354
MLLT6,4.797350189,6.021812018,3.166050618,4.560959779,3.608527133
JUN,1.54202501,9.05224337,6.370815579,4.676168201,7.196877164
ABI3BP,0.05670965,0.299660878,4.869622633,0.299660878,8.087415491
CIBAR2,-0.008222235,0.308898118,0.007646203,0.422407542,0.08470297
RHOG,6.663678728,4.133591713,5.216453069,4.700962895,5.251684515
DHX29,2.338670617,3.838676037,3.826777122,3.450898617,4.672027575
RCN2,4.780604402,5.89050142,6.087431181,6.604608922,7.273026776
TATDN1,5.326469748,5.205189882,4.684026022,5.062007364,4.941568882
PCP4,-0.030426568,2.186944637,0.040567147,9.777103748,0.040567147
TRIM67,-0.012920075,1.643186343,0.038234195,2.62198848,5.78E-05
CDKAL1,2.98735879,5.016958816,1.921726027,4.162209063,2.116212862
GLRA2,-0.001716941,-0.001716941,0.010907285,-0.001716941,0.010907285
COLEC11,0.058632724,1.264397736,1.258404366,2.185567711,0.226767298
EGLN2,5.077935867,5.715938541,5.019144653,5.012648656,5.171929285
PTPRZ1,0.018064032,1.860948571,0.091537185,0.202111677,0.366095384
CEP20,4.577569815,5.275563744,4.374605017,6.031485734,5.140818743
OR7E24,-0.000227764,-0.000227764,-0.000227764,-0.000227764,-0.000227764
C16orf95,0.587221534,1.013442679,2.152536785,1.627644489,2.048379761
PRPF38B,4.099349084,5.978061235,3.938023223,5.725727635,4.559067216
GBP1,0.12458561,0.165869704,4.723416994,0.788101581,3.410071768
RNF141,3.287925025,3.997602352,4.384721771,5.283861335,5.39664768
PHTF2,2.757860797,4.852136769,4.6204083,5.959565694,4.752768319
EXOSC3,4.601480266,5.66559629,4.362245741,5.755362625,4.531240135
CCKAR,0.000936443,-0.01485839,0.01657566,0.150799319,4.803490656
C4orf36,0.75565454,0.211330421,1.464599563,0.443011284,0.443011284
TMEM117,1.375859327,1.890620872,3.545858865,2.981750187,3.382520762
PCNX3,3.347031284,4.319785439,3.327691707,5.13391548,4.082852365
GRIN3A,-0.032976222,5.036629635,-0.018896242,0.127465695,0.049495103
SCT,-0.024223452,-0.024223452,-0.024223452,0.090424645,0.058451854
ZNF726,2.598890554,1.542911297,0.494285725,3.142417318,0.919217425
SERPINA10,-0.02774576,1.463432027,-0.015707637,0.076513862,0.031281625
TP53TG3F,-0.00484573,0.490448559,-0.00484573,-0.00484573,-0.00484573
ATP1A3,4.660771817,4.363765281,0.153954259,4.793466918,0.391006848
STAT4,0.00608536,0.251711277,1.417788866,0.074938469,1.789233245
PI4K2A,1.672600455,3.133759096,4.311407977,4.02489408,4.55814339
TMEM71,0.830738072,0.013255871,0.712273619,0.057811859,1.095304498
MAGEC1,-0.020325634,0.007119698,0.007119698,2.168050329,0.034032076
TROAP,4.148974129,7.676712211,2.195816494,6.569487669,3.811692575
TACR3,0.000897932,0.050253093,0.000897932,0.000897932,0.000897932
CD81,7.317411693,7.222324641,9.340471798,7.886192198,10.14992509
PCARE,-0.004130775,-0.004130775,-0.004130775,-0.004130775,0.012939911
STARD7,6.326970742,7.602102897,5.33535575,7.579230493,5.637843696
BATF3,0.631826667,0.631826667,2.346772932,1.867536431,0.658151321
GABRG1,0.001432123,0.015386868,0.001432123,0.001432123,0.015386868
SMPD2,3.303699427,3.767306137,1.958374239,3.914172403,2.849919128
AP3M1,4.371360928,5.077266699,4.434243539,5.97357366,4.815424621
LOXL1,0.940452761,0.712661864,5.315738032,1.53455296,7.208877565
BAIAP2L2,-0.153022328,1.366080857,0.580506966,1.318485723,2.403744228
MRPS14,3.747970681,5.755241397,4.116953526,4.950572917,4.286364821
PRSS1,0.088291768,0.357389173,-0.017957955,-0.017957955,-0.017957955
CLDND2,0.252151093,0.728747822,0.307590176,-0.091004001,0.10965136
OR10S1,-0.001143786,-0.001143786,-0.001143786,-0.001143786,-0.001143786
COL9A3,2.176805586,0.401290786,0.139552744,2.885478198,1.178434225
PLOD3,5.510271876,5.60854931,6.538591825,5.867809343,6.801702858
NR0B2,-0.003817312,4.186494189,-0.003817312,5.363665651,0.008853991
MYH14,-0.113369685,3.382010098,-0.025344965,4.396392395,-0.013229489
TEX47,-0.001332259,-0.001332259,-0.001332259,-0.001332259,-0.001332259
DPY19L3,3.32973715,3.518333706,2.949952878,3.776190139,3.868704534
NDST4,0.00229379,2.022069521,0.016586856,3.773516574,0.016586856
H2AC1,-0.001144541,-0.001144541,-0.001144541,-0.001144541,-0.001144541
LMX1A,0.002239929,0.336146339,0.002239929,0.018948326,0.002239929
MAGEC2,0.039485969,-0.016633102,0.080202545,0.080202545,0.158377456
PLA2G4C,0.71609022,0.490241308,1.092725497,2.197934946,2.388187216
P2RY11,4.49030253,2.50527044,1.675209812,4.139669759,1.846404784
SLC52A3,3.863494623,-0.032389057,-0.019010604,-0.073317922,-0.032389057
ELAC2,4.335268269,5.486070501,4.427501944,4.085718478,5.045910477
ACLY,6.610874843,7.721584057,6.453574798,5.36486345,6.612290074
RPS21,13.29448318,10.78551989,10.38782011,10.39582334,10.0577153
GET4,4.172903776,6.215110581,3.75875267,5.521433192,4.281631561
MYO18B,0.028277325,1.690608391,0.014470027,0.121297304,0.00052534
H2AJ,3.678884252,5.220258797,6.334118083,3.19734561,6.220315591
RFX6,-0.012255892,5.333041804,-0.012255892,-0.000388645,-0.012255892
SMCO1,-0.022002344,-0.000860025,-0.000860025,0.141523356,0.020073991
ZSWIM3,2.544821909,2.300741338,1.273943288,2.064739035,1.497234581
PTPRG,0.004141012,0.532978147,4.530942447,3.472827106,4.802920503
MOS,-0.001568048,-0.001568048,-0.001568048,-0.001568048,0.032636566
XPA,2.115553058,4.151588926,3.191063352,4.163916528,3.823046218
CENPVL3,0.010079861,0.010079861,0.025117526,0.010079861,0.010079861
TUBA4B,-0.02313249,0.529883987,-0.008849506,0.375387907,0.019297045
ARMCX1,0.23042443,0.156689562,4.781667239,3.844488757,5.335846956
BIRC5,4.214417467,7.230882423,2.898320234,7.268622586,5.378371705
CITED2,5.200316254,3.141614818,8.56240342,4.662207764,7.673810151
NKD2,5.40456145,0.641467218,1.845878959,2.245414773,0.104847685
SNN,3.614460454,3.723557342,2.715303256,4.644667824,3.273297844
BARHL2,0.003081151,0.148592874,0.018272496,0.120578922,0.018272496
NCKAP1,0.205019045,5.950901564,6.422233823,6.435584378,6.69903876
COPZ1,6.03245646,8.525813023,7.165794623,7.306848412,6.9868645
ULBP3,0.001956397,1.076841539,1.746268825,0.834348905,1.729170306
MRPL15,6.497009216,7.160106469,6.031710039,6.196674896,6.177052844
FTHL17,-0.001634779,0.037088187,-0.001634779,-0.001634779,-0.001634779
ARHGAP10,2.263695276,1.138763192,4.033139721,0.223353631,4.463549697
GCAT,4.921997244,2.76182454,3.224512121,1.972929753,3.0715546
TNNI3,0.395990457,0.673818975,-0.084343742,5.087958461,0.47314039
SPAM1,-0.002188371,-0.002188371,-0.002188371,-0.002188371,-0.002188371
C1QTNF6,0.620707832,0.912631113,1.845376766,0.978897549,2.642524376
